,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,negLogP,signif
ENSMUSG00000108064,12.1086734862024,-2.98443036173677,0.691607409096027,-4.31520877666363,1.59452133943761e-05,0.000485973854005861,3.31338709568921,TRUE
ENSMUSG00000108092,29.0744783408639,-1.37877900828763,0.397129470949297,-3.47186272776936,0.000516860555264594,0.00786428702224295,2.10434064447633,TRUE
ENSMUSG00000108162,4.4875166875225,-2.92989640167701,1.0047101190782,-2.9161609364153,0.00354367658276666,0.0329321250953973,1.48238024355392,TRUE
ENSMUSG00000108173,426.095293636498,-0.970678265469158,0.17374649508309,-5.58675019605406,2.31358142964658e-08,1.59388087311173e-06,5.7975441409597,TRUE
ENSMUSG00000108199,27.8475231912619,-1.47723738351415,0.3708862357222,-3.98299327727175,6.80526813512699e-05,0.00161898471305821,2.79075725196671,TRUE
ENSMUSG00000108216,11.7923931819741,-2.22138178213126,0.610156490931094,-3.64067549087522,0.000271923689948906,0.00487374700295958,2.312137018867,TRUE
ENSMUSG00000108365,16.2965229687284,-1.44344831016779,0.408531364491685,-3.53326191237189,0.000410465612602386,0.00661042874971099,2.17977037143797,TRUE
ENSMUSG00000108372,10.839562526705,-2.05834296446562,0.665042214634996,-3.09505610195788,0.00196775673223765,0.0215465018346176,1.66662322931962,TRUE
ENSMUSG00000108389,9.74737340122917,-3.55400054913184,0.788257462417883,-4.50867986486342,6.52322530876095e-06,0.000227464522585459,3.64308633020187,TRUE
ENSMUSG00000108414,129.711564699077,-0.796000384174592,0.220401337643533,-3.61159506872869,0.000304319483544631,0.00529649374825352,2.27601153600288,TRUE
ENSMUSG00000108500,74.0286477784448,-1.17617339953123,0.218312606043618,-5.38756520224139,7.14185700758851e-08,4.2810146491711e-06,5.3684532860542,TRUE
ENSMUSG00000108655,11.1588174310302,-1.87740981025999,0.575598625429698,-3.26166486040243,0.00110760006519746,0.0139795756320502,1.8545060119563,TRUE
ENSMUSG00000108713,80.9021478937714,-0.602300279999573,0.213763447745906,-2.81760182271904,0.0048383770588677,0.0407374428724622,1.39000623555268,TRUE
ENSMUSG00000108736,9.59564202563421,-1.75033864068329,0.597361767644118,-2.93011494121275,0.0033883664490181,0.031953881096888,1.49547638518646,TRUE
ENSMUSG00000108802,27.5242501430666,-2.38050808053472,0.400414506863115,-5.9451094796336,2.76272145275726e-09,2.45807875982766e-07,6.60940420590418,TRUE
ENSMUSG00000108803,211.967459010276,-0.649682380626321,0.160102376859879,-4.05791839801928,4.95120608926377e-05,0.00123607783567935,2.90795418091249,TRUE
ENSMUSG00000108832,11.6075946498509,-3.11664504168551,0.863343715543064,-3.6099701492876,0.000306232244961147,0.00531763423286122,2.27428153840593,TRUE
ENSMUSG00000108857,7.84919479447302,-2.73007575917684,0.764064809314122,-3.57309448870907,0.000352787389197753,0.00587712392029606,2.2308351520058,TRUE
ENSMUSG00000108866,24.6627309393105,-1.2811981648336,0.457578883486985,-2.79995037155171,0.00511104637860497,0.0422710592738229,1.37395686901479,TRUE
ENSMUSG00000108880,36.7250366685272,-1.93885045375975,0.449030913394413,-4.31785517639125,1.57552748970715e-05,0.000483871775844849,3.31526970947295,TRUE
ENSMUSG00000108884,31.4141482266815,-0.998719995240689,0.294623535104689,-3.3898174322218,0.000699391845049445,0.00991188114116145,2.00384391446565,TRUE
ENSMUSG00000108897,10.8258935740298,-1.7254602486986,0.623384056176573,-2.76789281278934,0.00564200082157035,0.0452843601540361,1.34405176424748,TRUE
ENSMUSG00000108942,57.7663354547259,-1.13222409206963,0.257005097453369,-4.40545383452971,1.05562633074222e-05,0.000344484901780532,3.46282980776823,TRUE
ENSMUSG00000108943,14.001847056574,-3.67956799125027,0.696240516923074,-5.28490931195954,1.25767045559367e-07,6.81787964738636e-06,5.16635066942237,TRUE
ENSMUSG00000108993,18.9973570455349,-4.51389925215338,0.741895952351448,-6.08427534595185,1.17019352954092e-09,1.12163332461939e-07,6.95014909595078,TRUE
ENSMUSG00000109021,7.31017857915479,-2.16922066384686,0.744986226480475,-2.91175942150619,0.00359399327070632,0.0331578989185675,1.47941299672797,TRUE
ENSMUSG00000109105,39.2947748751608,-1.4034839984359,0.363588381859539,-3.8600903341793,0.000113345115863949,0.00244178115511032,2.61229326233503,TRUE
ENSMUSG00000109122,54.7008100081439,-1.45768270883701,0.515074104038872,-2.83004464291026,0.00465415095020372,0.0397408043731208,1.40076334680667,TRUE
ENSMUSG00000109125,34.9318125340586,-1.06450578870974,0.361263058169879,-2.94662231478196,0.00321265332880375,0.0307784909207123,1.51175267758037,TRUE
ENSMUSG00000109150,18.881004362459,-3.0474997614228,0.497890163399919,-6.12082741424832,9.30906895746607e-10,9.23506185925421e-08,7.03456019117742,TRUE
ENSMUSG00000109157,19.0976038231584,-2.14798592703045,0.509439271687692,-4.2163728758376,2.48263133871734e-05,0.000701679321816107,3.15386132175177,TRUE
ENSMUSG00000109162,106.341945671352,-1.08030866873534,0.204292990798211,-5.28803589645622,1.23636719436784e-07,6.73922019325612e-06,5.17139035351792,TRUE
ENSMUSG00000109179,131.255747699334,-1.56956082301303,0.325702603792931,-4.81899992427109,1.44279608644269e-06,6.01397419140954e-05,4.22083843997885,TRUE
ENSMUSG00000109209,49.4119225606191,-1.41349185675479,0.455325131396597,-3.10435721485272,0.00190692945481441,0.0210196596183182,1.67737432099489,TRUE
ENSMUSG00000109243,16.3283738997095,-1.60132133815127,0.517210913745443,-3.09607027925053,0.00196103876042524,0.0214966685334791,1.66762884006734,TRUE
ENSMUSG00000109249,11.5509239343432,-1.64576387262862,0.563502018180132,-2.92059978408546,0.00349358299841682,0.0326347364743823,1.48631988988339,TRUE
ENSMUSG00000109279,10.3458302982353,-1.69197464229741,0.621235758867192,-2.72356286344927,0.00645819236301083,0.0496270312449643,1.30428170409934,TRUE
ENSMUSG00000109321,51.4473620269907,-1.45906137476308,0.305419301120111,-4.77724023796806,1.77717404658414e-06,7.17077487302737e-05,4.14443391198952,TRUE
ENSMUSG00000109332,10.1218712174107,-2.89711583197227,0.816134493520623,-3.54980196888231,0.000385521037816768,0.0063095440780603,2.20000202134798,TRUE
ENSMUSG00000109372,262.037499439839,-0.825858220457793,0.186479288415009,-4.42868603520113,9.48089196810402e-06,0.000315404516316523,3.50113209224586,TRUE
ENSMUSG00000109378,190.0978694742,-1.35545655657265,0.294003370054068,-4.61034360362393,4.02003975026881e-06,0.000147161639640375,3.83220538200699,TRUE
ENSMUSG00000109390,17.9739460229468,-1.78058803571364,0.548813371411807,-3.24443267687361,0.0011768483313686,0.0145936548391778,1.83583592964791,TRUE
ENSMUSG00000109394,203.028770042049,-2.04294271013481,0.195368941680811,-10.456844842168,1.36319619525727e-25,5.40943514201989e-22,21.266848081938,TRUE
ENSMUSG00000109460,9.58033828087066,-4.57585061124992,1.06188143930559,-4.30919163088703,1.63852348433848e-05,0.000497855198357731,3.30289695382387,TRUE
ENSMUSG00000109461,10.201195386978,-1.9755877222311,0.606966658681183,-3.25485377816906,0.00113450760786642,0.0142107105098975,1.84738420758881,TRUE
ENSMUSG00000109536,549.788433289703,-1.43707504405606,0.215196106842072,-6.67797882194358,2.42260036030424e-11,3.64142528399973e-09,8.43872859661992,TRUE
ENSMUSG00000109570,3.5873102959297,-4.42042847341445,1.31077609445355,-3.37237495566111,0.000745229175662308,0.0103980956922052,1.98304619013331,TRUE
ENSMUSG00000109575,19.071774834132,-2.33478718031715,0.451183242726177,-5.1748091666918,2.28144042101123e-07,1.16966561739752e-05,4.9319382760956,TRUE
ENSMUSG00000109679,4.82644967942647,-3.5125772988396,1.10714324156023,-3.17264936187439,0.00151054837521723,0.0177341954512929,1.75118850941869,TRUE
