"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000051615",2571.63356472285,0.123294000481601,0.102031476510697,1.20839180905781,0.226896588943657,0.475280323187405
"ENSMUSG00000051617",149.830876074642,0.182640895349749,0.274770171574229,0.664704230096565,0.506239687705662,0.739680822161526
"ENSMUSG00000051627",46.2734245032584,0.41372496122738,0.310201462787592,1.33372988479643,0.182292396967047,0.422253364681872
"ENSMUSG00000051639",5.18544479596865,1.83440188811744,1.20634201971726,1.52063167670092,0.128352292993696,0.343536738876019
"ENSMUSG00000051650",382.433742285759,0.157903253031556,0.261577325010499,0.603658031235001,0.546071022326177,0.76651381007756
"ENSMUSG00000051652",221.520667564711,0.19767337862431,0.212793473568104,0.928944743039993,0.352917723575496,0.608943434512689
"ENSMUSG00000051663",6.43012210738244,0.459291262349881,0.745613808018058,0.615990821804573,0.537900577396961,0.761126183418016
"ENSMUSG00000051669",42.8419808257734,0.246671543326465,0.280958682636727,0.877963766812665,0.379963382098276,0.633411505067982
"ENSMUSG00000051671",231.71625648269,0.022594805086064,0.169848662788752,0.133029043120381,0.894170411537283,0.95413763231748
"ENSMUSG00000051674",2065.8800630097,0.116907656236355,0.100791433931731,1.15989674594311,0.246090847763742,0.497320076439235
"ENSMUSG00000051675",3612.98596339031,0.100339026833812,0.0917413064749141,1.09371700370595,0.274079114397154,0.527740930035448
"ENSMUSG00000051678",77.0766732087373,0.479999984040964,0.271697962336845,1.76666758893786,0.0772839143796199,0.25366255503822
"ENSMUSG00000051695",3267.40904672019,0.228792745718284,0.075922450010125,3.01350582980097,0.00258248079405064,0.0262360478416584
"ENSMUSG00000051703",1167.02912358143,-0.0504717745718046,0.117662186931489,-0.428954925010809,0.667956027865815,0.842257105108715
"ENSMUSG00000051705",162.47562697106,0.181195980913525,0.150616557488412,1.20302829871454,0.228965369850111,0.476995159932387
"ENSMUSG00000051721",212.856303527686,-0.0798518374561833,0.132470030806862,-0.602791718019642,0.546647257016681,0.766876093236003
"ENSMUSG00000051726",1516.7533261145,-0.257972787887182,0.222893035359096,-1.15738379833883,0.247115590411616,0.498254083557878
"ENSMUSG00000051727",74.9937051643486,0.523341564812695,0.236149505339575,2.21614508173603,0.026681567607348,0.129815836904706
"ENSMUSG00000051729",2.85630254442144,-0.390906488648338,1.0670011032378,-0.366359966697444,0.714096488198653,NA
"ENSMUSG00000051730",149.200911747809,-0.0739900426665675,0.153545427247132,-0.481877213754338,0.629893173908736,0.819360811874597
"ENSMUSG00000051735",51.6699006348066,0.381697288796145,0.318143526277501,1.19976443733515,0.230230839343375,0.478576226653944
"ENSMUSG00000051736",120.905990899676,-0.546993413825837,0.19460115458682,-2.8108436200557,0.00494117952155462,0.0412965218564302
"ENSMUSG00000051747",26.6361946172892,-1.64933990589657,0.459229019376485,-3.59154111849454,0.000328728297641664,0.00563238182513666
"ENSMUSG00000051768",418.715621662997,-0.249368758754557,0.122354800105007,-2.03807908263955,0.041542024677807,0.172081622927245
"ENSMUSG00000051786",726.232627971142,-0.297135844353364,0.14815139710527,-2.00562296514984,0.0448964898047194,0.180724539301164
"ENSMUSG00000051790",5288.72249284876,-0.13045595231979,0.101499609452899,-1.28528526388399,0.198692617738965,0.442801328603707
"ENSMUSG00000051811",75.9852008252257,0.291308843202706,0.321778240297824,0.905309330217864,0.365301534871713,0.620412809408471
"ENSMUSG00000051817",507.194004998636,-0.47939538308033,0.156802496205996,-3.05731984298601,0.00223325841231893,0.023657277180363
"ENSMUSG00000051832",4.86556461081964,-0.666752298150016,0.849692552089448,-0.784698296472565,0.432630481825988,0.680176021387435
"ENSMUSG00000051844",3.63742670145201,-0.411360141538478,1.01875125822283,-0.403788597283382,0.686368182255002,0.853155673142824
"ENSMUSG00000051851",579.613355861651,-0.120302011533016,0.147279544045042,-0.816827702129658,0.414026898773221,0.663225229982196
"ENSMUSG00000051853",26313.5427112622,0.270491060160161,0.0908428686995931,2.97757065614742,0.00290542667796379,0.0286996830487678
"ENSMUSG00000051855",501.462423389442,0.548150434264772,0.198795394346625,2.75735982750688,0.00582701903664587,0.046208587012826
"ENSMUSG00000051864",737.31712422052,0.217145870031264,0.105401030980012,2.06018734363654,0.0393806343820107,0.166280307889652
"ENSMUSG00000051890",300.168064214562,0.000314480851443319,0.139408434109903,0.00225582371289959,0.99820011461411,0.99915692029354
"ENSMUSG00000051906",5.91698575283732,0.679732714369948,0.863921912025801,0.786798789228589,0.431399662392501,0.67920970493014
"ENSMUSG00000051910",389.00195973798,0.236050522774538,0.180749508813147,1.30595388238957,0.191568241172736,0.434473095376272
"ENSMUSG00000051920",445.419093084923,-0.120660452851941,0.19616449113875,-0.615098339926346,0.538489778331183,0.761360770460273
"ENSMUSG00000051934",536.561654509314,0.107281604509827,0.09694137332556,1.10666478954802,0.268438884036786,0.522166264526849
"ENSMUSG00000051950",319.778141946873,0.0317514277476876,0.135692751515141,0.233995017369404,0.814988846862897,0.918233611670433
"ENSMUSG00000051951",419.138498746949,-0.292854131599477,0.452532691146564,-0.64714469767363,0.517538299144957,0.746744047220936
"ENSMUSG00000051965",10.5891485514861,0.00922323016104674,0.661834299198537,0.013935860036592,0.988881152331681,0.995699086865455
"ENSMUSG00000051977",25.289034843443,-0.853926231215895,0.350420123124254,-2.43686413783122,0.0148152445501877,0.0883526501714079
"ENSMUSG00000051978",118.160660259374,0.053527748663788,0.173056938029698,0.309307152161691,0.757087890915943,0.888228783256167
