,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,negLogP,signif
ENSMUSG00000026177,190.604718831012,0.649715580944433,0.167876395843279,3.87020210721568,0.00010874516302942,0.0252535435364189,1.59767767376958,TRUE
ENSMUSG00000026185,3987.42005927478,0.304439163190566,0.0841182939640877,3.61917900190106,0.000295539161379828,0.0422370844010134,1.37430606851056,TRUE
ENSMUSG00000026288,402.829793418267,0.390061951097375,0.101478921066404,3.84377314025772,0.000121157012394341,0.026964166202874,1.56921300460221,TRUE
ENSMUSG00000026480,155.984067248279,0.544495978354665,0.141016356536767,3.86122568847323,0.000112819629328622,0.0255136132712356,1.59322803168279,TRUE
ENSMUSG00000026548,47.1473930387441,0.769705245147609,0.202416433487308,3.80258278385225,0.000143195394295245,0.0299663078121438,1.52336676374747,TRUE
ENSMUSG00000026656,235.486170558117,0.447638906464704,0.122750970103939,3.64672398177926,0.00026560496424165,0.0413783022625798,1.38322733225702,TRUE
ENSMUSG00000026879,1343.14364635702,0.401732031815663,0.107093836210582,3.75121525225529,0.000175979534977675,0.0328987874656264,1.48282010833245,TRUE
ENSMUSG00000027315,77.4445547987626,0.699455109656178,0.185377086729156,3.77314759875427,0.00016120085549915,0.0313916277076887,1.5031861648307,TRUE
ENSMUSG00000027848,841.912072878792,0.624124180882806,0.109697480225061,5.68950334686196,1.27409392746431e-08,5.95469031899238e-05,4.2251408196136,TRUE
ENSMUSG00000028517,5847.91525958913,0.279815769941743,0.0705178658397411,3.96801245485296,7.247454708283e-05,0.022090557057573,1.65579333238661,TRUE
ENSMUSG00000028581,1921.82048750123,0.453869093331624,0.124355707889058,3.649764864324,0.000262480468935775,0.0413509961230169,1.38351402406745,TRUE
ENSMUSG00000028599,135.787728612139,0.430977297416646,0.113562036512245,3.79508249986496,0.000147594369351427,0.0304326566570053,1.51666013370439,TRUE
ENSMUSG00000028919,421.030436763897,0.330224170616758,0.0755493766906019,4.3709714769604,1.23694952344934e-05,0.00812348791421285,2.09025746131858,TRUE
ENSMUSG00000029119,722.088477330871,0.288593221434985,0.0697596704981691,4.13696365498973,3.51931827139589e-05,0.0164481204944139,1.78388372115105,TRUE
ENSMUSG00000029413,889.149203149515,0.394172688372544,0.0969456501158888,4.0659141271563,4.78445518995274e-05,0.0179497591945177,1.74594137333601,TRUE
ENSMUSG00000029622,540.039471321806,0.47728163617303,0.11255414580973,4.24046251463597,2.23059685281649e-05,0.0118744870538231,1.92538514166146,TRUE
ENSMUSG00000029822,359.372161945322,-0.666475003980599,0.169586175973763,-3.93000785679436,8.4943085949132e-05,0.0238197401618556,1.62306298033804,TRUE
ENSMUSG00000030341,343.088888365417,0.334754074964512,0.0941562463623075,3.55530395377486,0.000377542371822497,0.0490140888455855,1.30967906633038,TRUE
ENSMUSG00000030342,1767.78597116977,0.406299435966113,0.113203621174455,3.58910281977619,0.000331817959025388,0.0447348038797592,1.34935446229129,TRUE
ENSMUSG00000030786,707.625432656116,0.366450271519256,0.0991888025078629,3.69447218087149,0.000220344014481908,0.0376761393542785,1.42393360542888,TRUE
ENSMUSG00000030789,193.775282460124,0.635874827151454,0.16719807864575,3.80312281278489,0.000142883475742705,0.0299663078121438,1.52336676374747,TRUE
ENSMUSG00000031644,682.564837986564,-0.404854310100515,0.112010970965153,-3.6144165755555,0.000301024723084881,0.0422370844010134,1.37430606851056,TRUE
ENSMUSG00000031662,57.9503141607988,0.77579355103209,0.209762244406584,3.69844226842063,0.000216926674780255,0.0375497395937526,1.42539307046776,TRUE
ENSMUSG00000032212,1203.50810129104,-0.291521499769277,0.0731180879372545,-3.98699566678279,6.69152472380034e-05,0.0213231518528192,1.67114860024977,TRUE
ENSMUSG00000032440,817.104635502636,0.398581996899078,0.104712869922698,3.80642797006063,0.00014098832907996,0.0299663078121438,1.52336676374747,TRUE
ENSMUSG00000032621,1318.76130284245,-0.420214615688095,0.108628967729532,-3.86834768359724,0.000109575350072958,0.0252535435364189,1.59767767376958,TRUE
ENSMUSG00000033207,78.3608869260674,0.665596641394111,0.157774211751716,4.21866561083848,2.45752428242757e-05,0.0123060528442561,1.9098812243106,TRUE
ENSMUSG00000035355,58.3102784431605,-0.919836054170369,0.255089743198034,-3.60593116225874,0.000311035587571187,0.0427551958170158,1.36901110017459,TRUE
ENSMUSG00000036181,658.648944412078,0.626853877750995,0.141651843543323,4.42531393923777,9.63021292647374e-06,0.00750140085789379,2.12485762620258,TRUE
ENSMUSG00000036362,299.678480604567,0.452827734730531,0.120555260777461,3.75618394261887,0.0001725239099197,0.0328987874656264,1.48282010833245,TRUE
ENSMUSG00000036908,551.685551391942,0.441912884689157,0.123751041932221,3.57098314316573,0.000355643785801737,0.0470422784974166,1.32751165132625,TRUE
ENSMUSG00000037206,292.325463226488,0.596579333049394,0.159691257643201,3.73582963685047,0.000187097309576673,0.0336373077671055,1.47317877115829,TRUE
ENSMUSG00000038141,2280.85123953751,-0.378063647953138,0.10577015940724,-3.57438856168785,0.000351047284825364,0.0468765141003469,1.32904469142836,TRUE
ENSMUSG00000038235,306.840409948112,0.576245357343145,0.115933430061274,4.97048484667952,6.67856813409103e-07,0.00117050254760113,2.93162763672352,TRUE
ENSMUSG00000040188,481.393467995528,0.315524425269489,0.0802094917125626,3.93375420455471,8.36293044788888e-05,0.0238197401618556,1.62306298033804,TRUE
ENSMUSG00000041577,853.316954222314,0.608963919443688,0.152110298393045,4.00343649231532,6.24289653670585e-05,0.0204972040414761,1.68830537563557,TRUE
ENSMUSG00000041859,81.1461502447041,0.514628046545909,0.126170585808434,4.07882743230879,4.52634187539023e-05,0.0179497591945177,1.74594137333601,TRUE
ENSMUSG00000044468,298.552686775252,0.669729342405019,0.155644873364427,4.30293223238335,1.6855241688194e-05,0.00945309374840674,2.02442603509123,TRUE
ENSMUSG00000046794,82.7004769794023,0.945513654519995,0.216641573939641,4.36441462885341,1.274636146585e-05,0.00812348791421285,2.09025746131858,TRUE
ENSMUSG00000047632,164.315743393338,0.697981505055853,0.147556039470866,4.73028083132893,2.24209464260173e-06,0.00261970074865991,2.58174831579031,TRUE
ENSMUSG00000048163,944.642827406735,0.437449271976469,0.112858450091884,3.87608789257975,0.000106149354020955,0.0252535435364189,1.59767767376958,TRUE
ENSMUSG00000050370,52.1688706629622,0.984515896301412,0.218103496722627,4.51398492502608,6.36207411396704e-06,0.00560894050792374,2.2511191663762,TRUE
ENSMUSG00000052305,1533.50156567273,0.554076447855502,0.141831849664789,3.90657281255959,9.36144428703714e-05,0.0249239435600018,1.60338324087128,TRUE
ENSMUSG00000053012,301.074195995285,0.361608189766536,0.096795654827737,3.73578948776238,0.000187127166809374,0.0336373077671055,1.47317877115829,TRUE
ENSMUSG00000053110,546.310570927263,0.390574661210531,0.100000011998768,3.90574614346388,9.39350857205182e-05,0.0249239435600018,1.60338324087128,TRUE
ENSMUSG00000053931,2139.10998510773,0.335572401052802,0.0885112612212863,3.79129611783342,0.000149863144971729,0.0304526254441828,1.51637525913067,TRUE
ENSMUSG00000054675,540.167459909095,0.367649820550206,0.101049295976035,3.6383214449846,0.000274420784079959,0.0414012382765035,1.38298666929914,TRUE
ENSMUSG00000054920,1225.69774378117,0.269991077903841,0.0665114447266842,4.05931759584108,4.92163360214281e-05,0.0179497591945177,1.74594137333601,TRUE
